species_superorder,isGaleomorphi,marine_province,date,year
Galeomorphii,1,Central American coast,1996-2001,2003
Galeomorphii,1,Central American coast,1996-2001,2003
Galeomorphii,1,Central American coast,1996-2001,2003
Galeomorphii,1,Central American coast,1996-2001,2003
Galeomorphii,1,Central American coast,1996-2001,2003
Galeomorphii,1,Central American coast,1996-2001,2003
Galeomorphii,1,Central American coast,1996-2001,2003
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,1940
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,1940
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,1940
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,1940
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,1940
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,1940
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,1940
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,2007
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,2007
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,2007
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,2007
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,2007
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,2007
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,2007
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,2007
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,2007
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,2007
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,2007
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,2007
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,2007
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,2007
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,2007
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,2007
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,2007
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,2007
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,2007
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,2007
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,2007
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,2007
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,2007
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,2007
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,2007
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,2007
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,2007
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,2007
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,2007
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,2007
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,2007
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,2007
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,2007
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,2007
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,2007
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,2007
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,2007
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,2007
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,2008
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,2008
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,2008
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,2008
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,2008
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,2008
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,2008
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,2008
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,2008
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,2008
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,2008
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,2008
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,1980
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,1980
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,1980
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,1980
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,1980
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,1980
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,1980
Galeomorphii,1,Sunda-Arafura shelves,2001-2006,1980
Galeomorphii,1,Northwest Atlantic shelves,1998-2001,1980
Galeomorphii,1,Northwest Atlantic shelves,1998-2001,
Galeomorphii,1,Northwest Atlantic shelves,1998-2001,
Galeomorphii,1,Northwest Atlantic shelves,1998-2001,
Galeomorphii,1,Northwest Atlantic shelves,1998-2001,
Galeomorphii,1,Northwest Atlantic shelves,1998-2001,
Galeomorphii,1,Northwest Atlantic shelves,1998-2001,
Galeomorphii,1,Northwest Atlantic shelves,1998-2001,
Galeomorphii,1,Northwest Atlantic shelves,1998-2001,1980
Galeomorphii,1,Northwest Atlantic shelves,1998-2001,1980
Galeomorphii,1,Northwest Atlantic shelves,1998-2001,1980
Galeomorphii,1,Northwest Atlantic shelves,1998-2001,1980
Galeomorphii,1,Northwest Atlantic shelves,1998-2001,1980
Galeomorphii,1,Northwest Atlantic shelves,1998-2001,1980
Galeomorphii,1,Northwest Atlantic shelves,1998-2001,1980
Galeomorphii,1,Northwest Atlantic shelves,1998-2001,1980
Galeomorphii,1,Northwest Atlantic shelves,1998-2001,
Galeomorphii,1,Northwest Atlantic shelves,1998-2001,
Galeomorphii,1,Northwest Atlantic shelves,1998-2001,
Galeomorphii,1,Northwest Atlantic shelves,1998-2001,
Galeomorphii,1,Northwest Atlantic shelves,1998-2001,
Galeomorphii,1,Northwest Atlantic shelves,1998-2001,1980
Galeomorphii,1,Northwest Atlantic shelves,1998-2001,1980
Galeomorphii,1,Central American coast,2003-2004,
Galeomorphii,1,Central American coast,2003-2004,
Galeomorphii,1,Central American coast,2003-2004,
Galeomorphii,1,Central American coast,2003-2004,1980
Galeomorphii,1,Central American coast,2003-2004,1980
Galeomorphii,1,Central American coast,2003-2004,1980
Galeomorphii,1,Central American coast,2003-2004,
Galeomorphii,1,Central American coast,2003-2004,1980
Galeomorphii,1,Central American coast,2003-2004,
Galeomorphii,1,Central American coast,2003-2004,1980
Galeomorphii,1,Central American coast,2003-2004,1980
Galeomorphii,1,Central American coast,2003-2004,1980
Galeomorphii,1,Central American coast,2003-2004,1980
Galeomorphii,1,Central American coast,2003-2004,1980
Galeomorphii,1,Central American coast,2003-2004,1980
Galeomorphii,1,,1978-1993,1981
Galeomorphii,1,Caribbean,1993-1998,1981
Galeomorphii,1,Caribbean,1993-1998,1981
Galeomorphii,1,Caribbean,1993-1998,1981
Galeomorphii,1,Caribbean,1993-1998,1981
Galeomorphii,1,Caribbean,1993-1998,1981
Galeomorphii,1,Caribbean,1993-1998,1981
Galeomorphii,1,Caribbean,1993-1998,1981
Galeomorphii,1,Caribbean,1993-1998,1981
Galeomorphii,1,Caribbean,1993-1998,1981
Galeomorphii,1,Caribbean,1993-1998,1981
Galeomorphii,1,Central American coast,2004-2006,1981
Galeomorphii,1,Central American coast,2004-2006,1981
Galeomorphii,1,Central American coast,2004-2006,1981
Galeomorphii,1,Central American coast,2004-2006,1981
Galeomorphii,1,Central American coast,2004-2006,1981
Galeomorphii,1,Central American coast,2004-2006,1981
Galeomorphii,1,Central American coast,2004-2006,1981
Galeomorphii,1,Coastal Californian current,2000-202,1981
Galeomorphii,1,Coastal Californian current,2000-202,1981
Galeomorphii,1,Coastal Californian current,2000-202,1981
Galeomorphii,1,Coastal Californian current,2000-202,1981
Galeomorphii,1,Coastal Californian current,2000-202,1981
Galeomorphii,1,Coastal Californian current,2000-202,1981
Galeomorphii,1,Coastal Californian current,2000-202,1981
Galeomorphii,1,Coastal Californian current,2000-202,1981
Galeomorphii,1,Coastal Californian current,2000-202,1981
Galeomorphii,1,Coastal Californian current,2000-202,1981
Galeomorphii,1,Coastal Californian current,2000-202,1981
Galeomorphii,1,Coastal Californian current,2000-202,1981
Galeomorphii,1,Coastal Californian current,2000-202,1981
Galeomorphii,1,Coastal Californian current,2000-202,1981
Galeomorphii,1,Coastal Californian current,2000-203,1981
Galeomorphii,1,Coastal Californian current,2000-202,1981
Galeomorphii,1,Coastal Californian current,2000-202,1981
Galeomorphii,1,Coastal Californian current,2000-202,1981
Galeomorphii,1,Coastal Californian current,2000-202,1981
Galeomorphii,1,Coastal Californian current,2000-202,1981
Galeomorphii,1,Coastal Californian current,2000-204,1981
Galeomorphii,1,East Australian coast,2005- 2010,2001
Galeomorphii,1,East Australian coast,2005- 2010,2001
Galeomorphii,1,East Australian coast,2005- 2010,2001
Galeomorphii,1,East Australian coast,2005- 2010,2001
Galeomorphii,1,East Australian coast,2005- 2010,2001
Galeomorphii,1,East Australian coast,2005- 2010,2001
Galeomorphii,1,East Australian coast,2005- 2010,2001
Galeomorphii,1,East Australian coast,2005- 2010,2001
Galeomorphii,1,East Australian coast,2005- 2010,2001
Galeomorphii,1,East Australian coast,2005- 2010,2001
Galeomorphii,1,East Australian coast,2005- 2010,2001
Galeomorphii,1,East Australian coast,2005- 2010,2001
Galeomorphii,1,East Australian coast,2005- 2010,2001
Galeomorphii,1,East Australian coast,2005- 2010,1993
Galeomorphii,1,East Australian coast,2005- 2010,1993
Galeomorphii,1,East Australian coast,2005- 2010,2004
Galeomorphii,1,East Australian coast,2005- 2010,2004
Galeomorphii,1,East Australian coast,2005- 2010,2004
Galeomorphii,1,East Australian coast,2005- 2010,2004
Galeomorphii,1,East Australian coast,2005- 2010,2004
Galeomorphii,1,East Australian coast,2005- 2010,2004
Galeomorphii,1,East Australian coast,2005- 2010,2005
Galeomorphii,1,East Australian coast,2005- 2010,2005
Galeomorphii,1,East Australian coast,2005- 2010,2005
Galeomorphii,1,East Australian coast,2005- 2010,2005
Galeomorphii,1,East Australian coast,2005- 2010,2005
Galeomorphii,1,East Australian coast,2005- 2010,2005
Galeomorphii,1,East Australian coast,2005- 2010,2005
Galeomorphii,1,East Australian coast,2005- 2010,2005
Galeomorphii,1,East Australian coast,2005- 2010,2005
Galeomorphii,1,East Australian coast,2005- 2010,2005
Galeomorphii,1,East Australian coast,2005- 2010,2005
Galeomorphii,1,East Australian coast,2005- 2010,2001
Galeomorphii,1,East Australian coast,2005- 2010,2001
Galeomorphii,1,East Australian coast,2005- 2010,2001
Galeomorphii,1,East Australian coast,2005- 2010,2001
Galeomorphii,1,East Australian coast,2005- 2010,2001
Galeomorphii,1,East Australian coast,2005- 2010,2001
Galeomorphii,1,East Australian coast,2005- 2010,2001
Galeomorphii,1,East Australian coast,2005- 2010,2001
Galeomorphii,1,East Australian coast,2005- 2010,2001
Galeomorphii,1,East Australian coast,2005- 2010,2001
Galeomorphii,1,East Australian coast,2005- 2010,2001
Galeomorphii,1,East Australian coast,2005- 2010,2001
Galeomorphii,1,East Australian coast,2005- 2010,2001
Galeomorphii,1,East Australian coast,2005- 2010,2001
Galeomorphii,1,East Australian coast,2005- 2010,2001
Galeomorphii,1,East Australian coast,2005- 2010,2001
Galeomorphii,1,East Australian coast,2005- 2010,2001
Galeomorphii,1,East Australian coast,2005- 2010,2001
Galeomorphii,1,East Australian coast,2005- 2010,2014
Galeomorphii,1,East Australian coast,2005- 2010,2014
Galeomorphii,1,East Australian coast,2007 - 2010,2014
Galeomorphii,1,East Australian coast,2007 - 2010,2014
Galeomorphii,1,East Australian coast,2007 - 2010,2014
Galeomorphii,1,East Australian coast,2007 - 2010,2014
Galeomorphii,1,Coastal Californian current,2000-2002,1998
Galeomorphii,1,Coastal Californian current,2000-2002,1998
Galeomorphii,1,Coastal Californian current,2000-2002,1998
Galeomorphii,1,Coastal Californian current,2000-2002,1998
Galeomorphii,1,Coastal Californian current,2000-2002,1998
Galeomorphii,1,Coastal Californian current,2000-2002,1967
Galeomorphii,1,Coastal Californian current,2000-2002,1967
Galeomorphii,1,Coastal Californian current,2000-2002,1967
Galeomorphii,1,Central American coast,2003-2004,2001
Galeomorphii,1,Central American coast,2003-2004,2001
Galeomorphii,1,Central American coast,2003-2004,2001
Galeomorphii,1,Central American coast,2003-2004,2001
Galeomorphii,1,Central American coast,2003-2004,2001
Galeomorphii,1,Central American coast,2003-2004,2001
Galeomorphii,1,Central American coast,2003-2004,2001
Galeomorphii,1,Central American coast,2003-2004,2001
Galeomorphii,1,Central American coast,2003-2004,2001
Galeomorphii,1,Central American coast,2003-2004,2001
Galeomorphii,1,Central American coast,1987-1999,2001
Galeomorphii,1,Central American coast,1987-1999,2001
Galeomorphii,1,Central American coast,1987-1999,2001
Galeomorphii,1,Central American coast,1987-1999,2001
Galeomorphii,1,Central American coast,1987-1999,2001
Galeomorphii,1,Central American coast,1987-1999,2001
Galeomorphii,1,Central American coast,1987-1999,2001
Galeomorphii,1,Central American coast,1987-1999,2001
Galeomorphii,1,Central American coast,1987-1999,2001
Galeomorphii,1,Central American coast,1987-1999,2001
Galeomorphii,1,Central American coast,1987-1999,2001
Galeomorphii,1,Central American coast,1987-1999,2001
Galeomorphii,1,Central American coast,1987-1999,2001
Galeomorphii,1,Central American coast,1987-1999,2001
Galeomorphii,1,Central American coast,1987-1999,2001
Galeomorphii,1,Central American coast,1971-1972,2001
Galeomorphii,1,Central American coast,1971-1972,2001
Galeomorphii,1,Central American coast,1971-1972,2001
Galeomorphii,1,Central American coast,2004-2006,2001
Galeomorphii,1,Central American coast,2004-2006,2001
Galeomorphii,1,Central American coast,2004-2006,2001
Galeomorphii,1,Central American coast,2004-2006,2001
Galeomorphii,1,Central American coast,2004-2006,2001
Galeomorphii,1,Central American coast,2004-2006,2001
Galeomorphii,1,Central American coast,2003-2004,2001
Galeomorphii,1,Central American coast,2003-2004,2001
Galeomorphii,1,Central American coast,2003-2004,2001
Galeomorphii,1,Central American coast,2003-2004,2001
Galeomorphii,1,Central American coast,2003-2004,2001
Galeomorphii,1,Central American coast,2003-2004,2001
Galeomorphii,1,Central American coast,2003-2004,2001
Galeomorphii,1,Central American coast,2003-2004,2001
Galeomorphii,1,Central American coast,2003-2004,2001
Galeomorphii,1,Central American coast,2003-2004,2001
Galeomorphii,1,Central American coast,2003-2004,2001
Galeomorphii,1,Central American coast,2003-2004,2001
Galeomorphii,1,Central American coast,2003-2004,2001
Galeomorphii,1,Central American coast,2003-2004,2001
Galeomorphii,1,Central American coast,2003-2004,2001
Galeomorphii,1,Central American coast,2003-2004,2001
Galeomorphii,1,Central American coast,2003-2004,2001
Galeomorphii,1,Central American coast,2003-2004,2001
Galeomorphii,1,Central American coast,2003-2004,2001
Galeomorphii,1,Central American coast,1986-1987,2001
Galeomorphii,1,Central American coast,1986-1987,2001
Galeomorphii,1,Central American coast,1986-1987,2001
Galeomorphii,1,Central American coast,1986-1987,2001
Galeomorphii,1,Central American coast,1986-1987,2001
Galeomorphii,1,Central American coast,1986-1987,2001
Galeomorphii,1,Central American coast,1986-1987,2001
Galeomorphii,1,Central American coast,1986-1987,2001
Galeomorphii,1,Central American coast,1986-1987,2001
Galeomorphii,1,Central American coast,1986-1987,2001
Galeomorphii,1,Central American coast,1986-1987,2001
Galeomorphii,1,Central American coast,1986-1987,2001
Galeomorphii,1,Central American coast,1986-1987,2001
Galeomorphii,1,Central American coast,1986-1987,2001
Galeomorphii,1,Central American coast,1986-1987,2001
Galeomorphii,1,Central American coast,1986-1987,2001
Galeomorphii,1,Central American coast,1986-1987,2001
Galeomorphii,1,Central American coast,1986-1987,2001
Galeomorphii,1,Central American coast,1986-1987,2001
Galeomorphii,1,Central American coast,1986-1987,2001
Galeomorphii,1,Central American coast,1986-1987,2001
Galeomorphii,1,Central American coast,1986-1987,2001
Galeomorphii,1,Central American coast,1986-1987,2001
Galeomorphii,1,Central American coast,1986-1987,2001
Galeomorphii,1,Central American coast,1986-1987,2001
Galeomorphii,1,Central American coast,1986-1987,2001
Galeomorphii,1,Central American coast,1986-1987,2001
Galeomorphii,1,Central American coast,1986-1987,2001
Galeomorphii,1,Central American coast,1986-1987,2001
Galeomorphii,1,Central American coast,1986-1987,2001
Galeomorphii,1,Central American coast,1986-1987,2001
Galeomorphii,1,Central American coast,1986-1987,2001
Galeomorphii,1,Central American coast,1986-1987,2001
Galeomorphii,1,Central American coast,1986-1987,2001
Galeomorphii,1,Central American coast,2007-2011,2001
Galeomorphii,1,Central American coast,2007-2011,2001
Galeomorphii,1,Central American coast,2007-2011,2001
Galeomorphii,1,Central American coast,2007-2011,2001
Galeomorphii,1,Central American coast,2007-2011,2001
Galeomorphii,1,Central American coast,2007-2011,2001
Galeomorphii,1,Central American coast,2007-2011,2001
Galeomorphii,1,Central American coast,2007-2011,2001
Galeomorphii,1,Central American coast,2007-2011,2001
Galeomorphii,1,"Red Sea, Persian Gulf",2012,2001
Galeomorphii,1,"Red Sea, Persian Gulf",2012,2001
Galeomorphii,1,"Red Sea, Persian Gulf",2012,2001
Galeomorphii,1,Central American coast,1995-2000,2001
Galeomorphii,1,Central American coast,1995-2000,2001
Galeomorphii,1,Central American coast,1995-2000,2001
Galeomorphii,1,Central American coast,1995-2000,2001
Galeomorphii,1,Caribbean,1993-1994,2001
Galeomorphii,1,Caribbean,1993-1994,2001
Galeomorphii,1,Caribbean,1993-1994,2001
Galeomorphii,1,Caribbean,1993-1994,2001
Galeomorphii,1,Central American coast,1995-1996,2001
Galeomorphii,1,Central American coast,1995-1996,2001
Galeomorphii,1,Central American coast,1995-1996,2001
Galeomorphii,1,Central American coast,1995-1996,2001
Galeomorphii,1,Central American coast,1995-1996,2001
Galeomorphii,1,Central American coast,1995-1996,2001
Galeomorphii,1,Central American coast,1995-1996,2001
Galeomorphii,1,Central American coast,1995-1996,2001
Galeomorphii,1,Central American coast,1995-1996,2001
Galeomorphii,1,Central American coast,1995-1996,2001
Galeomorphii,1,Central American coast,1995-1996,2001
Galeomorphii,1,Central American coast,1995-1996,2001
Galeomorphii,1,Central American coast,1995-1996,2001
Galeomorphii,1,Central American coast,1995-1996,2001
Galeomorphii,1,Central American coast,1995-1996,2001
Galeomorphii,1,Central American coast,1995-1996,2001
Galeomorphii,1,Central American coast,1995-1996,2001
Galeomorphii,1,Central American coast,1995-1996,2001
Galeomorphii,1,Central American coast,1995-1996,2001
Galeomorphii,1,Central American coast,1995-1996,2001
Galeomorphii,1,Central American coast,1995-1996,2001
Galeomorphii,1,Central American coast,1995-1996,2001
Galeomorphii,1,Central American coast,1995-1996,2001
Galeomorphii,1,Central American coast,1995-1996,2001
Galeomorphii,1,Central American coast,1995-1996,1968
Galeomorphii,1,Central American coast,1995-1996,1968
Galeomorphii,1,Central American coast,1995-1996,1968
Galeomorphii,1,Central American coast,1995-1996,1968
Galeomorphii,1,Central American coast,1995-1996,1951
Galeomorphii,1,Central American coast,1995-1996,1951
Galeomorphii,1,Central American coast,1995-1996,1951
Galeomorphii,1,Caribbean,2003-2009,1967
Galeomorphii,1,Caribbean,2003-2009,1967
Galeomorphii,1,Caribbean,2003-2009,1967
Galeomorphii,1,Caribbean,2003-2009,1967
Galeomorphii,1,Caribbean,2003-2009,1967
Galeomorphii,1,Caribbean,2003-2009,1967
Galeomorphii,1,Caribbean,2003-2009,1967
Galeomorphii,1,Caribbean,2003-2009,1967
Galeomorphii,1,Caribbean,2003-2009,1967
Galeomorphii,1,Caribbean,2003-2009,1967
Galeomorphii,1,Caribbean,2003-2009,1967
Galeomorphii,1,Caribbean,2003-2009,1967
Galeomorphii,1,Caribbean,2003-2009,1967
Galeomorphii,1,Caribbean,2003-2009,1967
Galeomorphii,1,Caribbean,2003-2009,1967
Galeomorphii,1,Caribbean,2003-2009,1967
Galeomorphii,1,Caribbean,2003-2009,1967
Galeomorphii,1,Caribbean,2003-2009,1967
Galeomorphii,1,Caribbean,2003-2009,1967
Galeomorphii,1,Caribbean,2003-2009,1967
Galeomorphii,1,Caribbean,2003-2009,1967
Galeomorphii,1,Caribbean,2003-2009,
Galeomorphii,1,Caribbean,2003-2009,
Galeomorphii,1,Caribbean,2003-2009,1937
Galeomorphii,1,Caribbean,2003-2009,
Galeomorphii,1,Caribbean,2003-2009,
Galeomorphii,1,Caribbean,2003-2009,
Galeomorphii,1,Caribbean,2003-2009,
Galeomorphii,1,Caribbean,2003-2009,
Galeomorphii,1,"Red Sea, Persian Gulf",2014,2015
Galeomorphii,1,"Red Sea, Persian Gulf",2014,1878
Galeomorphii,1,"Red Sea, Persian Gulf",2014,1878
Galeomorphii,1,"Red Sea, Persian Gulf",2014,2004
Galeomorphii,1,"Red Sea, Persian Gulf",2014,2012
Galeomorphii,1,Coastal Californian current,200-2003,2012
Galeomorphii,1,Coastal Californian current,200-2003,2007
Galeomorphii,1,Coastal Californian current,200-2003,2007
Galeomorphii,1,Coastal Californian current,200-2003,2007
Galeomorphii,1,Coastal Californian current,200-2003,2007
Galeomorphii,1,Coastal Californian current,200-2003,2007
Galeomorphii,1,Coastal Californian current,200-2003,2007
Galeomorphii,1,Coastal Californian current,200-2003,2007
Galeomorphii,1,Coastal Californian current,2000-2003/2008-2016,2007
Galeomorphii,1,Coastal Californian current,2000-2003/2008-2016,2007
Galeomorphii,1,Coastal Californian current,2000-2003/2008-2016,2007
Galeomorphii,1,Coastal Californian current,2000-2003/2008-2016,2007
Galeomorphii,1,Coastal Californian current,2000-2003/2008-2016,2007
Galeomorphii,1,Coastal Californian current,2000-2003/2008-2016,2007
Galeomorphii,1,Coastal Californian current,2000-2003/2008-2016,2007
Galeomorphii,1,Coastal Californian current,2000-2003/2008-2016,2007
Galeomorphii,1,Coastal Californian current,2000-2003/2008-2016,2007
Galeomorphii,1,Coastal Californian current,2000-2003/2008-2016,2007
Galeomorphii,1,Coastal Californian current,2000-2003/2008-2016,2007
Galeomorphii,1,Coastal Californian current,2000-2003/2008-2016,2007
Galeomorphii,1,Coastal Californian current,2000-2003/2008-2016,2007
Galeomorphii,1,Coastal Californian current,2000-2003/2008-2016,2007
Galeomorphii,1,Coastal Californian current,2000-2003/2008-2016,2007
Galeomorphii,1,Coastal Californian current,2000-2003/2008-2016,2007
Galeomorphii,1,Coastal Californian current,2000-2003/2008-2016,2007
Galeomorphii,1,Coastal Californian current,2000-2003/2008-2016,2007
Galeomorphii,1,Coastal Californian current,2000-2003/2008-2016,2007
Galeomorphii,1,Coastal Californian current,2000-2003/2008-2016,2007
Galeomorphii,1,Coastal Californian current,2000-2003/2008-2016,2007
Galeomorphii,1,Coastal Californian current,2000-2003/2008-2016,2007
Galeomorphii,1,Caribbean,2002/2004,2007
Galeomorphii,1,Caribbean,2002/2004,2007
Galeomorphii,1,Caribbean,2002/2004,2007
Galeomorphii,1,Coastal Californian current,2000-2002,2007
Galeomorphii,1,Coastal Californian current,2000-2002,2007
Galeomorphii,1,Coastal Californian current,2000-2002,2007
Galeomorphii,1,Coastal Californian current,2000-2002,2007
Galeomorphii,1,Coastal Californian current,2000-2002,2007
Galeomorphii,1,Western India coast,1940 - 1944,1979
Galeomorphii,1,Western India coast,1940 - 1944,1979
Galeomorphii,1,Western India coast,1940 - 1944,1979
Galeomorphii,1,Western India coast,1940 - 1944,1979
Galeomorphii,1,Western India coast,1940 - 1944,1979
Galeomorphii,1,Western India coast,1940 - 1944,1979
Galeomorphii,1,Western India coast,1940 - 1944,1979
Galeomorphii,1,Western India coast,1940 - 1944,1979
Galeomorphii,1,Coastal Californian current,2007-2011,1979
Galeomorphii,1,Coastal Californian current,2007-2011,1979
Galeomorphii,1,Coastal Californian current,2007-2011,1979
Galeomorphii,1,Coastal Californian current,2007-2011,1979
Galeomorphii,1,Coastal Californian current,2007-2011,1979
Galeomorphii,1,Coastal Californian current,2007-2011,1979
Galeomorphii,1,Coastal Californian current,2007-2011,1979
Galeomorphii,1,Coastal Californian current,2007-2011,1979
Galeomorphii,1,Coastal Californian current,2007-2011,1979
Galeomorphii,1,Coastal Californian current,2007-2011,1979
Galeomorphii,1,Coastal Californian current,2007-2011,1979
Galeomorphii,1,Coastal Californian current,2007-2011,1979
Galeomorphii,1,Coastal Californian current,2007-2011,1979
Galeomorphii,1,East Australian coast,2007 - 2010,1979
Galeomorphii,1,East Australian coast,2007 - 2010,1979
Galeomorphii,1,East Australian coast,2007 - 2010,1979
Galeomorphii,1,East Australian coast,2007 - 2010,1979
Galeomorphii,1,East Australian coast,2007 - 2010,1979
Galeomorphii,1,East Australian coast,2007 - 2010,1979
Galeomorphii,1,East Australian coast,2007 - 2010,1979
Galeomorphii,1,East Australian coast,2007 - 2010,1979
Galeomorphii,1,East Australian coast,2007 - 2010,1979
Galeomorphii,1,East Australian coast,2007 - 2010,1986
Galeomorphii,1,East Australian coast,2007 - 2010,1986
Galeomorphii,1,East Australian coast,2007 - 2010,1986
Galeomorphii,1,East Australian coast,2007 - 2010,1986
Galeomorphii,1,East Australian coast,2007 - 2010,1986
Galeomorphii,1,East Australian coast,2007 - 2010,1986
Galeomorphii,1,East Australian coast,2007 - 2010,1986
Galeomorphii,1,East Australian coast,2007 - 2010,1986
Galeomorphii,1,East Australian coast,2007 - 2010,1986
Galeomorphii,1,East Australian coast,2007 - 2010,1986
Galeomorphii,1,East Australian coast,2007 - 2010,1986
Galeomorphii,1,East Australian coast,2007 - 2010,1986
Galeomorphii,1,East Australian coast,2007 - 2010,1986
Galeomorphii,1,East Australian coast,2007 - 2010,1986
Galeomorphii,1,East Australian coast,2007 - 2010,1986
Galeomorphii,1,East Australian coast,2007 - 2010,1986
Galeomorphii,1,Coastal Californian current,2008-2016,1986
Galeomorphii,1,Coastal Californian current,2008-2016,1994
Galeomorphii,1,Coastal Californian current,2008-2016,1994
Galeomorphii,1,Coastal Californian current,2008-2016,1994
Galeomorphii,1,Coastal Californian current,2008-2016,1994
Galeomorphii,1,Coastal Californian current,2008-2016,1994
Galeomorphii,1,Coastal Californian current,2008-2016,1994
Galeomorphii,1,Coastal Californian current,2008-2016,1994
Galeomorphii,1,Coastal Californian current,2008-2016,1994
Galeomorphii,1,Coastal Californian current,2008-2016,1994
Galeomorphii,1,Coastal Californian current,2008-2016,1994
Galeomorphii,1,Coastal Californian current,2008-2016,1994
Galeomorphii,1,Sunda-Arafura shelves,1980 - 1986,1994
Galeomorphii,1,Sunda-Arafura shelves,1980 - 1986,1994
Galeomorphii,1,Sunda-Arafura shelves,1980 - 1986,1994
Galeomorphii,1,Sunda-Arafura shelves,1980 - 1986,1994
Galeomorphii,1,Sunda-Arafura shelves,1980 - 1986,1994
Galeomorphii,1,Sunda-Arafura shelves,1980 - 1986,1994
Galeomorphii,1,Sunda-Arafura shelves,1980 - 1986,1994
Galeomorphii,1,Sunda-Arafura shelves,1980 - 1986,1994
Galeomorphii,1,Sunda-Arafura shelves,1980 - 1986,1963
Galeomorphii,1,Sunda-Arafura shelves,,1963
Galeomorphii,1,Sunda-Arafura shelves,,1963
Galeomorphii,1,Sunda-Arafura shelves,,1963
Galeomorphii,1,Sunda-Arafura shelves,,1963
Galeomorphii,1,Sunda-Arafura shelves,,1963
Galeomorphii,1,Sunda-Arafura shelves,,1963
Galeomorphii,1,Sunda-Arafura shelves,,1963
Galeomorphii,1,Sunda-Arafura shelves,1980 - 1986,1963
Galeomorphii,1,Sunda-Arafura shelves,1980 - 1986,1963
Galeomorphii,1,Sunda-Arafura shelves,1980 - 1986,1963
Galeomorphii,1,Sunda-Arafura shelves,1980 - 1986,1963
Galeomorphii,1,Sunda-Arafura shelves,1980 - 1986,1963
Galeomorphii,1,Sunda-Arafura shelves,1980 - 1986,1963
Galeomorphii,1,Sunda-Arafura shelves,1980 - 1986,1963
