species_superorder,isGaleomorphi,marine_province,date,year
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,Western Australian and Indonesian coast,2001-2005,
Galeomorphii,,China Sea,2002-2006,
Galeomorphii,,China Sea,2002-2006,
Galeomorphii,,China Sea,2002-2006,
Galeomorphii,,China Sea,2002-2006,
Galeomorphii,,China Sea,2002-2006,
Galeomorphii,,China Sea,2002-2006,
Galeomorphii,,China Sea,2002-2006,
Galeomorphii,,China Sea,2002-2006,
Galeomorphii,,China Sea,2002-2006,
Galeomorphii,,China Sea,2002-2006,
Galeomorphii,,China Sea,2002-2006,
Galeomorphii,,China Sea,2002-2006,
Galeomorphii,,China Sea,2002-2006,
Galeomorphii,,China Sea,2002-2006,
Galeomorphii,,China Sea,2002-2006,
Galeomorphii,,China Sea,2002-2006,
Galeomorphii,,China Sea,2002-2006,
Galeomorphii,,China Sea,2002-2006,
Galeomorphii,,China Sea,2002-2006,
Galeomorphii,,China Sea,2002-2006,
Galeomorphii,,China Sea,2002-2006,
Galeomorphii,,China Sea,2002-2006,
Galeomorphii,,China Sea,2002-2006,
Galeomorphii,,China Sea,2002-2006,
Galeomorphii,,China Sea,2002-2006,
Galeomorphii,,China Sea,2002-2006,
Galeomorphii,,China Sea,2002-2006,
Galeomorphii,,China Sea,2002-2006,
Galeomorphii,,China Sea,2002-2006,
Galeomorphii,,China Sea,2002-2006,
Galeomorphii,,China Sea,2002-2006,
Galeomorphii,,China Sea,2002-2006,
Galeomorphii,,China Sea,2002-2006,
Galeomorphii,,China Sea,2002-2006,
Galeomorphii,,China Sea,2002-2006,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Western Australian and Indonesian coast,2009-2014,
Galeomorphii,,Eastern India coast,1984-1988,
Galeomorphii,,Eastern India coast,1984-1988,
Galeomorphii,,Eastern India coast,1984-1988,
Galeomorphii,,Eastern India coast,1984-1988,
Galeomorphii,,Eastern India coast,1984-1988,
Galeomorphii,,Eastern India coast,1984-1988,
Galeomorphii,,Eastern India coast,1984-1988,
Galeomorphii,,Eastern India coast,1984-1988,
Galeomorphii,,Eastern India coast,1984-1988,
Galeomorphii,,Eastern India coast,1984-1988,
Galeomorphii,,Eastern India coast,1984-1988,
Galeomorphii,,Eastern India coast,1984-1988,
Galeomorphii,,Eastern India coast,1984-1988,
Galeomorphii,,Eastern India coast,1984-1988,
Galeomorphii,,Eastern India coast,1984-1988,
Galeomorphii,,Eastern India coast,1984-1988,
Galeomorphii,,Eastern India coast,1984-1988,
Galeomorphii,,Eastern India coast,1984-1988,
Galeomorphii,,China Sea,1982-1992,
Galeomorphii,,China Sea,1982-1992,
Galeomorphii,,China Sea,1982-1992,
Galeomorphii,,China Sea,1982-1992,
Galeomorphii,,China Sea,1982-1992,
Galeomorphii,,China Sea,1982-1992,
Galeomorphii,,China Sea,1982-1992,
Galeomorphii,,China Sea,1982-1992,
Galeomorphii,,China Sea,1982-1992,
Galeomorphii,,China Sea,1982-1992,
Galeomorphii,,China Sea,1982-1992,
Galeomorphii,,China Sea,1982-1992,
Galeomorphii,,China Sea,1982-1992,
Galeomorphii,,China Sea,1982-1992,
Galeomorphii,,China Sea,1982-1992,
Galeomorphii,,China Sea,1982-1992,
Galeomorphii,,China Sea,1982-1992,
Galeomorphii,,China Sea,1982-1992,
Galeomorphii,,China Sea,1982-1992,
Galeomorphii,,China Sea,1982-1992,
Galeomorphii,,China Sea,1982-1992,
Galeomorphii,,China Sea,1982-1992,
Galeomorphii,,China Sea,1982-1992,
Galeomorphii,,China Sea,1982-1992,
Galeomorphii,,South Pacific gyre,2007-2011,
Galeomorphii,,South Pacific gyre,2007-2011,
Galeomorphii,,South Pacific gyre,2007-2011,
Galeomorphii,,South Pacific gyre,2007-2011,
Galeomorphii,,South Pacific gyre,2007-2011,
Galeomorphii,,South Pacific gyre,2007-2011,
Galeomorphii,,South Pacific gyre,2007-2011,
Galeomorphii,,South Pacific gyre,2007-2011,
Galeomorphii,,South Pacific gyre,2007-2011,
Galeomorphii,,South Pacific gyre,2007-2011,
Galeomorphii,,South Pacific gyre,2007-2011,
Galeomorphii,,China Sea,1995-1996,
Galeomorphii,,China Sea,1995-1996,
Galeomorphii,,China Sea,1995-1996,
Galeomorphii,,China Sea,1995-1996,
Galeomorphii,,China Sea,1995-1996,
Galeomorphii,,China Sea,1995-1996,
Galeomorphii,,China Sea,1995-1996,
Galeomorphii,,China Sea,1995-1996,
Galeomorphii,,China Sea,1995-1996,
Galeomorphii,,China Sea,1995-1996,
Galeomorphii,,China Sea,1995-1996,
Galeomorphii,,China Sea,1995-1996,
Galeomorphii,,China Sea,1995-1996,
Galeomorphii,,China Sea,1995-1996,
Galeomorphii,,China Sea,1995-1996,
Galeomorphii,,China Sea,1995-1996,
Galeomorphii,,China Sea,1995-1996,
Galeomorphii,,China Sea,1995-1996,
Galeomorphii,,China Sea,1995-1996,
Galeomorphii,,China Sea,1995-1996,
Galeomorphii,,China Sea,1995-1996,
Galeomorphii,,China Sea,1995-1996,
Galeomorphii,,China Sea,1995-1996,
Galeomorphii,,China Sea,1995-1996,
Galeomorphii,,China Sea,1995-1996,
Galeomorphii,,China Sea,1995-1996,
Galeomorphii,,China Sea,1995-1996,
Galeomorphii,,China Sea,1995-1996,
Galeomorphii,,China Sea,1995-1996,
Galeomorphii,,China Sea,1995-1996,
Galeomorphii,,China Sea,1995-1996,
Galeomorphii,,China Sea,1995-1996,
Galeomorphii,,China Sea,1995-1996,
Galeomorphii,,China Sea,1995-1996,
Galeomorphii,,China Sea,1995-1996,
Galeomorphii,,China Sea,1995-1996,
Galeomorphii,,China Sea,1995-1996,
Galeomorphii,,China Sea,1995-1996,
Galeomorphii,,China Sea,1995-1996,
Galeomorphii,,China Sea,1995-1996,
Galeomorphii,,China Sea,1989-1992,
Galeomorphii,,China Sea,1989-1992,
Galeomorphii,,China Sea,1989-1992,
Galeomorphii,,China Sea,1989-1992,
Galeomorphii,,China Sea,1989-1992,
Galeomorphii,,China Sea,1989-1992,
Galeomorphii,,China Sea,1989-1992,
Galeomorphii,,China Sea,1989-1992,
Galeomorphii,,China Sea,1989-1992,
Galeomorphii,,China Sea,1989-1992,
Galeomorphii,,China Sea,1989-1992,
Galeomorphii,,China Sea,1989-1992,
Galeomorphii,,China Sea,1989-1992,
Galeomorphii,,China Sea,1989-1992,
Galeomorphii,,China Sea,1989-1992,
Galeomorphii,,China Sea,1989-1992,
Galeomorphii,,China Sea,1989-1992,
Galeomorphii,,China Sea,1989-1992,
Galeomorphii,,China Sea,1989-1992,
Galeomorphii,,China Sea,1989-1992,
Galeomorphii,,China Sea,1989-1992,
Galeomorphii,,China Sea,1989-1992,
Galeomorphii,,China Sea,1989-1992,
Galeomorphii,,China Sea,1989-1992,
Galeomorphii,,China Sea,1989-1992,
Galeomorphii,,China Sea,1989-1992,
Galeomorphii,,China Sea,1989-1992,
Galeomorphii,,China Sea,1989-1992,
Galeomorphii,,China Sea,1989-1992,
Galeomorphii,,China Sea,1989-1992,
Galeomorphii,,China Sea,1989-1992,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Galeomorphii,,Western India coast,2010-2012,
Galeomorphii,,Western India coast,2010-2012,
Galeomorphii,,Western India coast,2010-2012,
Galeomorphii,,Western India coast,2010-2012,
Galeomorphii,,Western India coast,2010-2012,
Galeomorphii,,Western India coast,2010-2012,
Galeomorphii,,Western India coast,2010-2012,
Galeomorphii,,Western India coast,2010-2012,
Galeomorphii,,Western India coast,2010-2012,
Galeomorphii,,Western India coast,2010-2012,
Galeomorphii,,Western India coast,2010-2012,
Galeomorphii,,Western India coast,2010-2012,
Galeomorphii,,Western India coast,2010-2012,
Galeomorphii,,Western India coast,2010-2012,
Galeomorphii,,Western India coast,2010-2012,
Galeomorphii,,Western India coast,2010-2012,
Galeomorphii,,Western India coast,2010-2012,
Galeomorphii,,Western India coast,2010-2012,
Galeomorphii,,Western India coast,2010-2012,
,,,,
Galeomorphii,,Western India coast,2010,
Galeomorphii,,Western India coast,2010,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Galeomorphii,,Western India coast,2008-2011,
Galeomorphii,,Western India coast,2008-2011,
Galeomorphii,,Western India coast,2017,
